id,nome,ano,sinopse,genero
415,Deadpool 2,2018,"Quando o super soldado Cable chega em uma missão para assassinar o jovem mutante Russel, o mercenário Deadpool precisa aprender o que é ser herói...",Ação
416,Mulan,1998,"Na antiga China, durante a guerra, todos os homens são convocados para lutar. Mas, um pobre velho, que pela idade não poderia mais lutar, descobre...",Animação
417,Como Eu Era Antes de Você,2016,"Will é um garoto rico e bem-sucedido, até sofrer um grave acidente que o deixa preso a uma cadeira de rodas. Ele está profundamente depressivo e...",Drama
418,O Tesouro de Sarah,2025,"Uma jovem afro-americana, nascida no início do século XX, acredita que há petróleo em suas terras, e a intuição se confirma. Mas, quando chegam...",Drama
419,Furiosa: Uma Saga Mad Max,2024,"Quando o mundo entra em colapso, a jovem Furiosa é sequestrada do Green Place das Muitas Mães e cai nas mãos da horda de motoqueiros liderada pelo...",Ação
420,Loucamente Por Você,2025,"Alisa muda-se para um apartamento espaçoso em São Petersburgo, onde o espelho começa a funcionar mal, mostrando ao jovem inquilino uma realidade...",Comédia
421,Plano em Família 2,2025,"Agora que os dias de assassino de Dan ficaram para trás, tudo o que ele quer no Natal é passar um tempo de qualidade com os filhos. Mas quando...",Ação
422,Jurassic World: Domínio,2022,"Quatro anos após a destruição da Ilha Nublar, os dinossauros agora vivem – e caçam – ao lado de humanos em todo o mundo. Esse frágil equilíbrio...",Aventura
423,Batman Begins,2005,"Marcado pelo assassinato de seus pais quando ainda era criança, o milionário Bruce Wayne decide viajar pelo mundo em busca de encontrar meios que...",Drama
424,A Hora do Rush,1998,"Quando a filha de um diplomata chinês é sequestrada em Los Angeles, o cônsul chama o inspector Lee em Hong Kong para ajudar o FBI com o caso. O...",Ação
425,M3GAN 2.0,2025,Uma arma robótica de nível militar conhecida como Amelia torna-se cada vez mais autoconsciente e perigosa para a raça humana. Na esperança de...,Ação
426,Planeta dos Macacos: O Reinado,2024,"Várias gerações no futuro, após o reinado de César, os macacos são agora a espécie dominante e vivem harmoniosamente, enquanto os humanos foram...",Ficção
427,Sleepers: A Vingança Adormecida,1996,Quatro garotos da periferia de Nova York são condenados a passar um ano em um centro correcional depois de um trote malsucedido. Trinta anos...,Crime
428,Tudo em Todo o Lugar ao Mesmo Tempo,2022,"Uma imigrante chinesa parte rumo a uma aventura onde, sozinha, precisará salvar o mundo, explorando outros universos e outras vidas que poderia...",Ação
429,Nouvelle Vague,2025,"Acontece de tudo nos bastidores das filmagens de Acossado, de Jean-Luc Godard, um marco do movimento cinematográfico francês Nouvelle Vague.",Comédia
430,A Revolução dos Bichos,2026,"Um movimento pela igualdade é sistematicamente corrompido. À medida que os porcos consolidam o controle, a verdade é apagada e a fazenda se...",Animação
431,The Flash,2023,Os mundos colidem quando Barry Allen usa seus superpoderes para viajar no tempo e mudar os acontecimentos do passado. Mas a tentativa de salvar...,Ação
432,Longlegs - Vínculo Mortal,2024,"A agente do FBI Lee Harker é designada para o caso de um serial killer que toma rumos inesperados, revelando indícios de ocultismo. Harker...",Crime
433,O Grande Truque,2006,"No século 19, em Londres, dois amigos ilusionistas e mágicos, Alfred Borden e Rupert Angier, acabam construindo uma rivalidade, uma batalha por...",Drama
434,Trocando as Bolas,1983,O que pode acontecer quando um magnata de Wall Street encontra um esperto mendigo de rua? Esta é a história de um malandro que troca seu estilo de...,Comédia
435,Star Wars: Episódio I - A Ameaça Fantasma,1999,"Enquanto resgatam a Rainha Amidala, governante de um planeta pacífico invadido por forças ameaçadoras, os Cavaleiros Jedi Obi-Wan Kenobi e Qui-Gon...",Aventura
436,A Meia-Irmã Feia,2025,"Elvira, meia-irmã de Cinderela, vive com a família em um poderoso reino onde poucas coisas são tão importantes quanto a beleza. Ela recorre a...",Terror
437,Cinderela,2015,"Após a trágica e inesperada morte do seu pai, Ella (Lily James) fica à mercê da sua terrível madrasta, Lady Tremaine (Cate Blanchett), e suas...",Romance
438,Shrek 2,2004,"Após se casar com a Princesa Fiona, Shrek vive feliz em seu pântano. Ao retornar de sua lua-de-mel Fiona recebe uma carta de seus pais, que não...",Animação
439,Encanto,2021,"Uma garota chamada Mirabel Madrigal cresce como o único membro não mágico de sua família, que vivem escondidos em uma vibrante casa encantada nas...",Animação
440,Gente Grande,2010,"A morte do treinador de basquete da infância de velhos amigos os reúne no mesmo lugar que celebraram um campeonato anos atrás. Os amigos,...",Comédia
441,A Vida é Bela,1997,"Durante a Segunda Guerra Mundial na Itália, o judeu Guido e seu filho Giosué são levados para um campo de concentração nazista. Afastado da...",Comédia
442,Invocação do Mal 2,2016,Lorraine e Ed Warren ajudam uma mãe solteira a criar seus quatro filhos numa casa assombrada por espíritos malignos. Conhecido como a Amityville...,Terror
443,Heel,2026,"Um criminoso de 19 anos, Tommy, é sequestrado e forçado a se reabilitar por um casal disfuncional, Chris e Kathryn, que tentam transformá-lo em um...",Suspense
444,Madagascar,2005,"O leão Alex é a grande atração do zoológico do Central Park, em Nova York. Ele e seus melhores amigos, a zebra Marty, a girafa Melman e a...",Aventura
445,Velozes & Furiosos 7,2015,"Após os acontecimentos em Londres, Dom, Brian, Letty e o resto da equipe têm a chance de voltar para os Estados Unidos e recomeçar suas vidas. Mas...",Ação
446,Cidade de Deus,2002,"Buscapé é um jovem morador da Cidade de Deus que cresce em meio à violência. Com medo de se tornar um bandido, enxerga na fotografia uma...",Drama
447,Flor Congelada,2008,"Um drama histórico ambientado na dinastia Koryo e focado no relacionamento entre um rei e seu guarda-costas. Sob o domínio da dinastia Yuan China,...",Drama
448,Desejo e Perigo,2007,"Durante a Segunda Guerra Mundial, uma agente secreta deve seduzir e assassinar um oficial que trabalha para o governo fantoche japonês em Xangai.",Ação
449,Círculo de Fogo,2013,"Criaturas monstruosas conhecidas como Kaiju começam a emergir do mar. Para combatê-los, a humanidade desenvolve uma série de robôs gigantescos, os...",Ação
450,Tron: Ares,2025,"Um programa de IA altamente avançado chamado Ares (Jared Leto) que é enviado do mundo digital (A Grade) para o mundo real em uma missão perigosa,...",Ficção
451,Meninas Malvadas,2004,"Criada na selva africana por seus pais zoólogos, Cady acha que sabe tudo sobre ""sobrevivência dos mais bem dotados"". Mas a lei da selva toma um...",Drama
452,Truque de Mestre,2013,Um agente do F.B.I.  e uma detetive da Interpol rastreiam uma equipe de ilusionistas que realizam assaltos a bancos durante suas apresentações e...,Suspense
453,2001: Uma Odisséia no Espaço,1968,"Desde a “Aurora do Homem” (a pré-história), um misterioso monólito negro parece emitir sinais de outra civilização, assim interferindo no nosso...",Ficção
454,Free Guy: Assumindo o Controle,2021,Um caixa de banco preso a uma entediante rotina tem sua vida virada de cabeça para baixo quando ele descobre que é personagem em um brutalmente...,Comédia
455,Boyka: O Imbatível,2016,"No quarto capítulo da franquia de luta, Boyka está atirando para as grandes ligas quando uma morte acidental no ringue faz dele questionar tudo o...",Ação
456,Kraven: O Caçador,2024,"Sergei Kravinoff é um grande caçador, que toma um soro mágico que lhe dá habilidades sobre-humanas e uma vida mais longa.",Ação
457,Atrevida: A Paixão Não Tem Regras,2023,"Elya, de 20 anos, é estudante e futura ecologista. Um dia, Matvey, chefe de uma empresa de construção, chega à sua universidade para falar sobre...",Drama
458,Emoji: O Filme,2017,"Textopolis é a cidade onde os Emojis favoritos dos usuários de smartphones vivem e trabalham. Lá, todos eles vivem em função de um sonho: serem...",Animação
459,Star Wars: A Ascensão Skywalker,2019,"Com o retorno do Imperador Palpatine, todos voltam a temer seu poder e, com isso, a Resistência toma a frente da batalha que ditará os rumos da...",Aventura
460,Apocalypse Now,1979,"Durante a guerra do Vietnã, o Capitão Willard recebe como missão ir ao Camboja para assassinar um Boina Verde renegado, o Coronel Kurtz. Este vive...",Drama
461,Kulong,2024,Três amigos se refugiam em um resort para colaborar em um roteiro ousado para um concurso. Diante do desafio de escrever sobre paixão apesar de...,Drama
462,Blade Runner: O Caçador de Andróides,1982,"No início do século 21, uma grande corporação desenvolve um robô que é mais forte e ágil que o ser humano e se equiparando em inteligência. São...",Ficção
463,Show de Vizinha,2004,O bom aluno e formando Matthew Kidman tem planos para se formar com louvor e evitar todos os problemas da adolescência. Mas Matthew não contava...,Comédia
464,Todos Menos Você,2023,"Bea e Ben parecem o casal perfeito, mas depois de um primeiro encontro incrível, algo acontece que transforma sua atração ardente em gelo - até...",Romance
465,Cinderela,2015,"Após a trágica e inesperada morte do seu pai, Ella (Lily James) fica à mercê da sua terrível madrasta, Lady Tremaine (Cate Blanchett), e suas...",Romance
466,O Retorno da Múmia,2001,"Rick e Evelyn O'Connell estão morando na Londres de 1935, onde criam o filho. Quando uma série de eventos revela o corpo de Imhotep ressuscitado,...",Aventura
467,O Iluminado,1980,"Durante o inverno, um homem é contratado para ficar como vigia em um hotel no Colorado e vai para lá com a esposa e seu filho. Porém, o contínuo...",Terror
468,2012,2009,"Bilhões de habitantes da Terra não estão cientes de que o planeta tem uma data de expiração. Com os avisos de um cientista norte-americano, os...",Ação
469,A Serbian Film - Terror sem Limites,2010,"Milos (Srdjan Todorovic), um ator pornô aposentado, é convidado a participar de um filme erótico de arte. Como enfrenta problemas financeiros ele...",Crime
470,Jurassic World: Domínio,2022,"Quatro anos após a destruição da Ilha Nublar, os dinossauros agora vivem – e caçam – ao lado de humanos em todo o mundo. Esse frágil equilíbrio...",Aventura
471,O Pianista,2002,Um pianista judeu polonês vê Varsóvia mudar gradualmente à medida que a Segunda Guerra Mundial começa. Szpilman é forçado a ir para o Gueto de...,Drama
472,Águas Profundas,2022,"Vic e Melinda são um casal que, ao tentar resolver os problemas do casamento, abre a relação para ter casos com outras pessoas. Mas, quando os...",Drama
473,A Chegada,2016,"Quando seres interplanetários deixam marcas na Terra, a Dra. Louise Banks, uma linguista especialista no assunto, é procurada por militares para...",Drama
474,Garota do Século 20,2022,O ano é 1999 e uma adolescente começa a monitorar o garoto pelo qual a melhor amiga está apaixonada. Tudo vai bem até que um outro amor começa a...,Romance
475,Velozes & Furiosos 7,2015,"Após os acontecimentos em Londres, Dom, Brian, Letty e o resto da equipe têm a chance de voltar para os Estados Unidos e recomeçar suas vidas. Mas...",Ação
476,2001: Uma Odisséia no Espaço,1968,"Desde a “Aurora do Homem” (a pré-história), um misterioso monólito negro parece emitir sinais de outra civilização, assim interferindo no nosso...",Ficção
477,M3GAN 2.0,2025,Uma arma robótica de nível militar conhecida como Amelia torna-se cada vez mais autoconsciente e perigosa para a raça humana. Na esperança de...,Ação
478,Mulher-Maravilha,2017,"Treinada desde cedo para ser uma guerreira imbatível, Diana Prince nunca saiu da paradisíaca ilha em que é reconhecida como Princesa das Amazonas....",Ação
479,Crepúsculo: Amanhecer - Parte 2,2012,"Após dar a luz a Renesmee, quase morrer e ser transformada em vampira, Bella agora tem que proteger sua filha da ameaça dos Volturi, juntamente...",Fantasia
480,Tom e Jerry: Uma Aventura no Museu,2025,"Jerry invade uma grande exposição no museu, mas o que começa como uma simples travessura logo sai do controle. Tom, que agora trabalha como...",Animação
481,Encanto,2021,"Uma garota chamada Mirabel Madrigal cresce como o único membro não mágico de sua família, que vivem escondidos em uma vibrante casa encantada nas...",Animação
482,Padre,2011,"No mundo devastado por uma guerra entre humanos e vampiros, um padre guerreiro vive no anonimato até ter a sobrinha sequestrada. Ela é levada por...",Ação
483,Furiosa: Uma Saga Mad Max,2024,"Quando o mundo entra em colapso, a jovem Furiosa é sequestrada do Green Place das Muitas Mães e cai nas mãos da horda de motoqueiros liderada pelo...",Ação
484,Perdido em Marte,2015,"O astronauta Mark Watney é enviado a uma missão em Marte. Após uma severa tempestade ele é dado como morto, abandonado pelos colegas e acorda...",Ficção
485,Ela,2013,"Em um futuro próximo, um escritor solitário desenvolve um relacionamento improvável com um sistema operacional projetado para atender todas as...",Romance
